id_municipio,municipio_nome,id_ugrhi,nome_ugrhi
3551504,Serrana,4,Pardo
3551702,Sertãozinho,9,Mogi-Guaçu
3551801,Sete Barras,11,Ribeira de Iguape / Litoral Sul
3551900,Severínia,15,Turvo / Grande
3552007,Silveiras,2,Paraíba do Sul
3552106,Socorro,9,Mogi-Guaçu
3552205,Sorocaba,10,Tietê / Sorocaba
3552304,Sud Mennucci,19,Baixo Tietê
3552403,Sumaré,5,Piracicaba / Capivari / Jundiaí
3552551,Suzanápolis,18,São José dos Dourados
3552502,Suzano,6,Alto Tietê
3552601,Tabapuã,15,Turvo / Grande
3552700,Tabatinga,13,Tietê / Jacaré
3552809,Taboão da Serra,6,Alto Tietê
3552908,Taciba,22,Pontal do Paranapanema
3553005,Taguaí,14,Alto Paranapanema
3553104,Taiaçu,15,Turvo / Grande
3553203,Taiúva,15,Turvo / Grande
3553302,Tambaú,4,Pardo
3553401,Tanabi,15,Turvo / Grande
3553500,Tapiraí,11,Ribeira de Iguape / Litoral Sul
3553609,Tapiratiba,4,Pardo
3553658,Taquaral,9,Mogi-Guaçu
3553708,Taquaritinga,16,Tietê / Batalha
3553807,Taquarituba,14,Alto Paranapanema
3553856,Taquarivaí,14,Alto Paranapanema
3553906,Tarabai,22,Pontal do Paranapanema
3553955,Tarumã,17,Médio Paranapanema
3554003,Tatuí,10,Tietê / Sorocaba
3554102,Taubaté,2,Paraíba do Sul
3554201,Tejupá,14,Alto Paranapanema
3554300,Teodoro Sampaio,22,Pontal do Paranapanema
3554409,Terra Roxa,12,Baixo Pardo / Grande
3554508,Tietê,10,Tietê / Sorocaba
3554607,Timburi,14,Alto Paranapanema
3554656,Torre de Pedra,10,Tietê / Sorocaba
3554706,Torrinha,13,Tietê / Jacaré
3554755,Trabiju,13,Tietê / Jacaré
3554805,Tremembé,2,Paraíba do Sul
3554904,Três Fronteiras,18,São José dos Dourados
3554953,Tuiuti,5,Piracicaba / Capivari / Jundiaí
3555000,Tupã,20,Aguapeí
3555109,Tupi Paulista,20,Aguapeí
3555208,Turiúba,19,Baixo Tietê
3555307,Turmalina,15,Turvo / Grande
3555356,Ubarana,19,Baixo Tietê
3555406,Ubatuba,3,Litoral Norte
3555505,Ubirajara,17,Médio Paranapanema
3555604,Uchoa,15,Turvo / Grande
3555703,União Paulista,19,Baixo Tietê
3555802,Urânia,15,Turvo / Grande
3555901,Uru,16,Tietê / Batalha
3556008,Urupês,16,Tietê / Batalha
3556107,Valentim Gentil,15,Turvo / Grande
3556206,Valinhos,5,Piracicaba / Capivari / Jundiaí
3556305,Valparaíso,19,Baixo Tietê
3556354,Vargem,5,Piracicaba / Capivari / Jundiaí
3556404,Vargem Grande do Sul,4,Pardo
3556453,Vargem Grande Paulista,10,Tietê / Sorocaba
3556503,Várzea Paulista,5,Piracicaba / Capivari / Jundiaí
3556602,Vera Cruz,20,Aguapeí
3556701,Vinhedo,5,Piracicaba / Capivari / Jundiaí
3556800,Viradouro,12,Baixo Pardo / Grande
3556909,Vista Alegre do Alto,15,Turvo / Grande
3556958,Vitória Brasil,15,Turvo / Grande
3557006,Votorantim,10,Tietê / Sorocaba
3557105,Votuporanga,15,Turvo / Grande
3557154,Zacarias,19,Baixo Tietê
