id_municipio,municipio_nome,nome_rm,legislacao,data,legislacao_data
3513603,Cunha,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3518404,Guaratinguetá,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3527207,Lorena,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3538501,Piquete,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3540754,Potim,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3544301,Roseira,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3503158,Arapeí,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3503505,Areias,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3504909,Bananal,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3513405,Cruzeiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3526605,Lavrinhas,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3541901,Queluz,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3549607,São José do Barreiro,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3552007,Silveiras,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3510500,Caraguatatuba,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3520400,Ilhabela,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3550704,São Sebastião,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
3555406,Ubatuba,Região Metropolitana do Vale do Paraíba e Litoral Norte,Lei Complementar 1.166,2012-01-09,Lei Complementar 1.166 de 09.01.2012
